filename,angle,speed,left,right
image_25.png,0,5,0,0
image_50.png,0,5,0,0
image_75.png,0,5,0,0
image_100.png,0,5,0,0
image_125.png,0,5,0,0
image_150.png,0,5,0,0
image_175.png,0,5,0,0
image_200.png,0,5,0,0
image_225.png,0,5,0,0
image_250.png,0,5,0,0
image_275.png,-0.05,5,1,0
image_300.png,-0.05,5,1,0
image_325.png,-0.05,5,1,0
image_350.png,-0.05,5,1,0
image_375.png,-0.05,5,1,0
image_400.png,-0.05,5,1,0
image_425.png,-0.05,5,1,0
image_450.png,-0.05,5,1,0
image_475.png,-0.05,5,1,0
image_500.png,-0.05,5,1,0
image_525.png,-0.05,5,1,0
image_550.png,-0.05,5,1,0
image_575.png,-0.05,5,1,0
image_600.png,-0.05,5,1,0
image_625.png,-0.05,5,1,0
image_650.png,-0.05,5,1,0
image_675.png,-0.05,5,1,0
image_700.png,-0.05,15,1,0
image_725.png,-0.05,45,1,0
image_750.png,-0.05,45,1,0
image_775.png,-0.05,45,1,0
image_800.png,-0.05,45,1,0
image_825.png,-0.05,45,1,0
image_850.png,-0.025,45,0,1
image_875.png,-0.025,45,0,1
image_900.png,-0.025,45,0,1
image_925.png,-0.025,45,0,1
image_950.png,-0.025,45,0,1
image_975.png,-0.025,45,0,1
image_1000.png,-0.025,45,0,1
image_1025.png,0.025,45,0,1
image_1050.png,0.025,45,0,1
image_1075.png,0.025,45,0,1
image_1100.png,0.025,45,0,1
image_1125.png,-0.01,45,1,0
image_1150.png,-0.01,45,1,0
image_1175.png,-0.01,45,1,0
image_1200.png,-0.01,45,1,0
image_1225.png,0.04,45,0,1
image_1250.png,0.04,45,0,1
image_1275.png,0.005,45,1,0
image_1300.png,-0.005,45,1,0
image_1325.png,-0.005,45,1,0
image_1350.png,-0.005,45,1,0
image_1375.png,-0.005,45,1,0
image_1400.png,-0.005,45,1,0
image_1425.png,-0.005,45,1,0
image_1450.png,-0.005,45,1,0
image_1475.png,-0.005,45,1,0
image_1500.png,-0.005,45,1,0
image_1525.png,-0.005,45,1,0
image_1550.png,-0.005,45,1,0
image_1575.png,-0.005,45,1,0
image_1600.png,-0.005,45,1,0
image_1625.png,-0.005,45,1,0
image_1650.png,-0.005,45,1,0
image_1675.png,-0.005,45,1,0
image_1700.png,-0.005,45,1,0
image_1725.png,-0.005,45,1,0
image_1750.png,-0.005,45,1,0
image_1775.png,-0.005,45,1,0
image_1800.png,-0.005,30,1,0
image_1825.png,-0.005,30,1,0
image_1850.png,-0.005,30,1,0
image_1875.png,-0.005,30,1,0
image_1900.png,-0.005,30,1,0
image_1925.png,-0.005,30,1,0
image_1950.png,0.005,30,0,1
image_1975.png,0.025,30,0,1
image_2000.png,0.025,30,0,1
image_2025.png,0.025,30,0,1
image_2050.png,0.025,30,0,1
image_2075.png,0.025,30,0,1
image_2100.png,-0.005,30,1,0
image_2125.png,-0.005,30,1,0
image_2150.png,-0.005,30,1,0
image_2175.png,-0.005,30,1,0
image_2200.png,-0.005,30,1,0
image_2225.png,-0.005,30,1,0
image_2250.png,-0.005,30,1,0
image_2275.png,-0.005,30,1,0
image_2300.png,-0.005,30,1,0
image_2325.png,-0.005,30,1,0
image_2350.png,-0.005,30,1,0
image_2375.png,-0.005,30,1,0
image_2400.png,-0.005,30,1,0
image_2425.png,-0.005,30,1,0
image_2450.png,-0.005,30,1,0
image_2475.png,-0.005,30,1,0
image_2500.png,-0.005,30,1,0
image_2525.png,-0.005,30,1,0
image_2550.png,-0.005,30,1,0
image_2575.png,-0.005,30,1,0
image_2600.png,-0.005,30,1,0
image_2625.png,-0.005,30,1,0
image_2650.png,0.015,30,0,1
image_2675.png,0.015,30,0,1
image_2700.png,0.015,30,0,1
image_2725.png,0.015,30,0,1
image_2750.png,0.015,30,0,1
image_2775.png,0.015,30,0,1
image_2800.png,0.015,30,0,1
image_2825.png,0.015,30,0,1
image_2850.png,0.015,30,0,1
image_2875.png,0.015,30,0,1
image_2900.png,0.015,30,0,1
image_2925.png,0.015,30,0,1
image_2950.png,-0.02,30,1,0
image_2975.png,-0.02,30,1,0
image_3000.png,-0.02,30,1,0
image_3025.png,-0.02,30,1,0
image_3050.png,-0.02,30,1,0
image_3075.png,-0.02,30,1,0
image_3100.png,-0.015,30,0,1
image_3125.png,0.035,30,0,1
image_3150.png,0.035,30,0,1
image_3175.png,0.035,30,0,1
image_3200.png,-0.02,30,1,0
image_3225.png,-0.02,30,1,0
image_3250.png,-0.02,30,1,0
image_3275.png,-0.02,30,1,0
image_3300.png,0.02,30,0,1
image_3325.png,0.02,30,0,1
image_3350.png,0.02,30,0,1
image_3375.png,-0.025,30,1,0
image_3400.png,-0.025,30,1,0
image_3425.png,-0.025,30,1,0
image_3450.png,-0.025,30,1,0
image_3475.png,-0.025,30,1,0
image_3500.png,-0.025,30,1,0
image_3525.png,0.015,30,0,1
image_3550.png,0.015,30,0,1
image_3575.png,0.015,30,0,1
image_3600.png,0.015,30,0,1
image_3625.png,0.015,30,0,1
image_3650.png,0.015,30,0,1
image_3675.png,0.015,30,0,1
image_3700.png,0.015,30,0,1
image_3725.png,0.015,30,0,1
image_3750.png,0.015,30,0,1
image_3775.png,0.015,30,0,1
image_3800.png,-0.02,30,1,0
image_3825.png,-0.02,30,1,0
image_3850.png,-0.02,30,1,0
image_3875.png,0.025,30,0,1
image_3900.png,0.025,30,0,1
image_3925.png,-0.025,30,1,0
image_3950.png,-0.025,30,1,0
image_3975.png,-0.025,30,1,0
image_4000.png,-0.065,30,1,0
image_4025.png,-0.065,30,1,0
image_4050.png,-0.065,30,1,0
image_4075.png,-0.065,30,1,0
image_4100.png,-0.065,30,1,0
image_4125.png,-0.065,30,1,0
image_4150.png,-0.065,30,1,0
image_4175.png,-0.065,30,1,0
image_4200.png,-0.065,30,1,0
image_4225.png,-0.065,30,1,0
image_4250.png,-0.065,30,1,0
image_4275.png,-0.065,30,1,0
image_4300.png,-0.065,30,1,0
image_4325.png,-0.04,30,0,1
image_4350.png,-0.04,30,0,1
image_4375.png,-0.065,30,1,0
image_4400.png,-0.09,30,1,0
image_4425.png,-0.09,30,1,0
image_4450.png,-0.09,30,1,0
image_4475.png,-0.065,30,0,1
image_4500.png,-0.065,30,0,1
image_4525.png,-0.065,30,0,1
image_4550.png,-0.065,30,0,1
image_4575.png,-0.065,30,0,1
image_4600.png,-0.065,30,0,1
image_4625.png,-0.065,30,0,1
image_4650.png,-0.065,30,0,1
image_4675.png,-0.065,30,0,1
image_4700.png,-0.065,30,0,1
image_4725.png,-0.025,30,0,1
image_4750.png,-0.025,30,0,1
image_4775.png,-0.025,30,0,1
image_4800.png,-0.025,30,0,1
image_4825.png,-0.025,30,0,1
image_4850.png,-0.025,30,0,1
image_4875.png,-0.025,30,0,1
image_4900.png,-0.025,30,0,1
image_4925.png,-0.025,30,0,1
image_4950.png,-0.025,30,0,1
image_4975.png,-0.025,30,0,1
image_5000.png,-0.025,30,0,1
image_5025.png,-0.025,30,0,1
image_5050.png,-0.025,30,0,1
image_5075.png,-0.025,30,0,1
image_5100.png,0.01,30,0,1
image_5125.png,0.015,30,0,1
image_5150.png,0.015,30,0,1
image_5175.png,0.015,30,0,1
image_5200.png,-0.02,30,1,0
image_5225.png,-0.02,30,1,0
image_5250.png,-0.02,30,1,0
image_5275.png,0.015,30,0,1
image_5300.png,0.015,30,0,1
image_5325.png,0.015,30,0,1
image_5350.png,0.015,30,0,1
image_5375.png,0.015,30,0,1
image_5400.png,-0.03,30,1,0
image_5425.png,-0.045,30,1,0
image_5450.png,-0.045,30,1,0
image_5475.png,0,30,0,1
image_5500.png,0,30,0,1
image_5525.png,0,30,0,1
image_5550.png,0,30,0,1
image_5575.png,0,30,0,1
image_5600.png,0,30,0,1
image_5625.png,0,30,0,1
image_5650.png,0,30,0,1
image_5675.png,0,30,0,1
image_5700.png,0,30,0,1
image_5725.png,0,30,0,1
image_5750.png,0,30,0,1
image_5775.png,0,30,0,1
image_5800.png,0,30,0,1
image_5825.png,0,30,0,1
image_5850.png,0,30,0,1
image_5875.png,0,30,0,1
image_5900.png,0,30,0,1
image_5925.png,0,30,0,1
image_5950.png,0,30,0,1
image_5975.png,0,30,0,1
image_6000.png,0,30,0,1
image_6025.png,0,30,0,1
image_6050.png,0,30,0,1
image_6075.png,0,30,0,1
image_6100.png,0,30,0,1
image_6125.png,0,30,0,1
image_6150.png,0,30,0,1
image_6175.png,0,30,0,1
image_6200.png,0,30,0,1
image_6225.png,0,30,0,1
image_6250.png,0,30,0,1
image_6275.png,0,30,0,1
image_6300.png,0,30,0,1
image_6325.png,0,30,0,1
image_6350.png,0,30,0,1
image_6375.png,0,30,0,1
image_6400.png,0,30,0,1
image_6425.png,0,30,0,1
image_6450.png,0,30,0,1
image_6475.png,0,30,0,1
image_6500.png,0,30,0,1
image_6525.png,0,30,0,1
image_6550.png,0,30,0,1
image_6575.png,0,30,0,1
image_6600.png,0,30,0,1
image_6625.png,0.005,30,0,1
image_6650.png,0.035,30,0,1
image_6675.png,0.035,30,0,1
image_6700.png,0.035,30,0,1
image_6725.png,0.035,30,0,1
image_6750.png,0.035,30,0,1
image_6775.png,0.035,30,0,1
image_6800.png,-0.015,30,1,0
image_6825.png,-0.015,30,1,0
image_6850.png,-0.015,30,1,0
image_6875.png,-0.015,30,1,0
image_6900.png,-0.015,30,1,0
image_6925.png,-0.015,30,1,0
image_6950.png,-0.015,30,1,0
image_6975.png,-0.015,30,1,0
image_7000.png,-0.015,30,1,0
image_7025.png,-0.015,30,1,0
image_7050.png,0.035,30,0,1
image_7075.png,0.035,30,0,1
image_7100.png,-0.01,30,1,0
image_7125.png,-0.01,30,1,0
image_7150.png,-0.01,30,1,0
image_7175.png,-0.01,30,1,0
image_7200.png,-0.01,30,1,0
image_7225.png,-0.01,30,1,0
image_7250.png,-0.01,30,1,0
image_7275.png,-0.01,30,1,0
image_7300.png,-0.01,30,1,0
image_7325.png,-0.01,30,1,0
image_7350.png,-0.01,30,1,0
image_7375.png,-0.01,30,1,0
image_7400.png,-0.01,30,1,0
image_7425.png,-0.01,30,1,0
image_7450.png,-0.01,30,1,0
image_7475.png,-0.01,30,1,0
image_7500.png,-0.01,30,1,0
image_7525.png,-0.01,30,1,0
image_7550.png,0.015,30,0,1
image_7575.png,0.025,30,0,1
image_7600.png,0.025,30,0,1
image_7625.png,0.025,30,0,1
image_7650.png,0.025,30,0,1
image_7675.png,0,30,1,0
image_7700.png,-0.035,30,1,0
image_7725.png,-0.035,30,1,0
image_7750.png,-0.015,30,0,1
image_7775.png,0.005,30,0,1
image_7800.png,0.005,30,0,1
image_7825.png,0.005,30,0,1
image_7850.png,0.005,30,0,1
image_7875.png,0.005,30,0,1
image_7900.png,0.005,30,0,1
image_7925.png,0.005,30,0,1
image_7950.png,0.005,30,0,1
image_7975.png,0.005,30,0,1
image_8000.png,0.005,30,0,1
image_8025.png,0.005,30,0,1
image_8050.png,-0.05,30,1,0
image_8075.png,-0.05,30,1,0
image_8100.png,-0.05,30,1,0
image_8125.png,-0.05,30,1,0
image_8150.png,-0.05,30,1,0
image_8175.png,-0.05,30,1,0
image_8200.png,-0.05,30,1,0
image_8225.png,-0.025,30,0,1
image_8250.png,-0.025,30,0,1
image_8275.png,-0.025,30,0,1
image_8300.png,-0.025,30,0,1
image_8325.png,-0.025,30,0,1
image_8350.png,-0.025,30,0,1
image_8375.png,-0.025,30,0,1
image_8400.png,-0.025,30,0,1
image_8425.png,-0.025,30,0,1
image_8450.png,-0.025,30,0,1
image_8475.png,-0.025,30,0,1
image_8500.png,-0.025,30,0,1
image_8525.png,-0.025,30,0,1
image_8550.png,-0.025,30,0,1
image_8575.png,-0.025,30,0,1
image_8600.png,-0.025,30,0,1
image_8625.png,-0.025,30,0,1
image_8650.png,-0.025,30,0,1
image_8675.png,-0.025,30,0,1
image_8700.png,-0.025,30,0,1
image_8725.png,-0.025,30,0,1
image_8750.png,-0.025,30,0,1
image_8775.png,-0.025,30,0,1
image_8800.png,-0.025,30,0,1
image_8825.png,-0.025,30,0,1
image_8850.png,-0.025,30,0,1
image_8875.png,-0.025,30,0,1
image_8900.png,-0.025,30,0,1
image_8925.png,-0.025,30,0,1
image_8950.png,-0.025,30,0,1
image_8975.png,-0.025,30,0,1
image_9000.png,-0.025,30,0,1
image_9025.png,-0.025,30,0,1
image_9050.png,-0.025,30,0,1
image_9075.png,-0.055,30,1,0
image_9100.png,-0.075,30,1,0
image_9125.png,-0.075,30,1,0
image_9150.png,-0.075,30,1,0
image_9175.png,-0.075,30,1,0
image_9200.png,-0.075,30,1,0
image_9225.png,-0.04,30,0,1
image_9250.png,-0.04,30,0,1
image_9275.png,-0.04,30,0,1
image_9300.png,-0.04,30,0,1
image_9325.png,-0.04,30,0,1
image_9350.png,-0.04,30,0,1
image_9375.png,0.005,30,0,1
image_9400.png,0.015,30,0,1
image_9425.png,0.015,30,0,1
image_9450.png,0.015,30,0,1
image_9475.png,0.015,30,0,1
image_9500.png,0.015,30,0,1
image_9525.png,-0.025,30,1,0
image_9550.png,-0.025,30,1,0
image_9575.png,-0.025,30,1,0
image_9600.png,-0.06,30,1,0
image_9625.png,-0.06,30,1,0
image_9650.png,-0.06,30,1,0
image_9675.png,-0.06,30,1,0
image_9700.png,-0.06,30,1,0
image_9725.png,-0.06,30,1,0
image_9750.png,-0.01,30,0,1
image_9775.png,-0.01,30,0,1
image_9800.png,-0.01,30,0,1
image_9825.png,-0.01,30,0,1
image_9850.png,-0.01,30,0,1
image_9875.png,-0.01,30,0,1
image_9900.png,-0.01,30,0,1
image_9925.png,-0.01,30,0,1
image_9950.png,-0.01,30,0,1
image_9975.png,-0.01,30,0,1
image_10000.png,-0.01,30,0,1
image_10025.png,-0.01,30,0,1
image_10050.png,-0.01,30,0,1
image_10075.png,-0.01,30,0,1
image_10100.png,0.01,30,0,1
image_10125.png,0.01,30,0,1
image_10150.png,0.01,30,0,1
image_10175.png,0.01,30,0,1
image_10200.png,0.01,30,0,1
image_10225.png,0.01,30,0,1
image_10250.png,0.01,30,0,1
image_10275.png,0.01,30,0,1
image_10300.png,0.01,30,0,1
image_10325.png,0.01,30,0,1
image_10350.png,0.01,30,0,1
image_10375.png,0.01,30,0,1
image_10400.png,0.01,30,0,1
image_10425.png,0.01,30,0,1
image_10450.png,0.01,30,0,1
image_10475.png,-0.045,30,1,0
image_10500.png,-0.045,30,1,0
image_10525.png,-0.045,30,1,0
image_10550.png,-0.02,30,0,1
image_10575.png,-0.02,30,0,1
image_10600.png,-0.02,30,0,1
image_10625.png,-0.02,30,0,1
image_10650.png,0.025,30,0,1
image_10675.png,0.025,30,0,1
image_10700.png,0.025,30,0,1
image_10725.png,0.025,30,0,1
image_10750.png,0.025,30,0,1
image_10775.png,0.025,30,0,1
image_10800.png,0.025,30,0,1
image_10825.png,-0.03,30,1,0
image_10850.png,-0.03,30,1,0
image_10875.png,-0.03,30,1,0
image_10900.png,-0.015,30,0,1
image_10925.png,0.02,30,0,1
image_10950.png,0.02,30,0,1
image_10975.png,0.02,30,0,1
image_11000.png,0.02,30,0,1
image_11025.png,0.02,30,0,1
image_11050.png,0.02,30,0,1
image_11075.png,0.02,30,0,1
image_11100.png,-0.035,30,1,0
image_11125.png,-0.035,30,1,0
image_11150.png,-0.035,30,1,0
image_11175.png,0.01,30,0,1
image_11200.png,0.01,30,0,1
image_11225.png,0.01,30,0,1
image_11250.png,0.01,30,0,1
